date;variable;cases;population;rate
2017-09-01;0-15 years;184;1052999;17.4739007349485
2017-09-01;16-30 years;129;980438;13.1573847606886
2017-09-01;1st Q (least deprived);98;1584110;6.18643907304417
2017-09-01;2nd Q;77;923164;8.34087984366808
2017-09-01;31-60 years;196;2960187;6.62120332262793
2017-09-01;3rd Q;151;1226955;12.3068898207351
2017-09-01;4th Q (most deprived);194;1244499;15.5886023210947
2017-09-01;>60 years;119;1513747;7.86128725606062
2017-09-01;Women;354;3312770;10.6859214494215
2017-09-01;Men;274;3194601;8.57697095818852
2017-09-01;Rural;108;1528643;7.06508975607778
2017-09-01;Total;628;6507371;9.65059468716322
2017-10-01;0-15 years;188;1055198;17.8165614415494
2017-10-01;16-30 years;188;984783;19.0905001406401
2017-10-01;1st Q (least deprived);132;1591060;8.29635588852715
2017-10-01;2nd Q;155;925095;16.7550359692788
2017-10-01;31-60 years;292;2967809;9.83890809684855
2017-10-01;3rd Q;187;1230725;15.1942960450141
2017-10-01;4th Q (most deprived);211;1248800;16.8962203715567
2017-10-01;>60 years;156;1520331;10.2609234436448
2017-10-01;Women;445;3323157;13.390881020668
2017-10-01;Men;379;3204964;11.825405839192
2017-10-01;Rural;139;1532441;9.07049602562187
2017-10-01;Total;824;6528121;12.6223150581921
2017-11-01;0-15 years;167;1055353;15.82408919101
2017-11-01;16-30 years;163;986903;16.5163141666405
2017-11-01;1st Q (least deprived);111;1591338;6.97526232641965
2017-11-01;2nd Q;83;925384;8.96924952236045
2017-11-01;31-60 years;234;2969048;7.88131414514013
2017-11-01;3rd Q;137;1231066;11.1285666243727
2017-11-01;4th Q (most deprived);220;1249738;17.6036897333681
2017-11-01;>60 years;104;1518621;6.84831830983504
2017-11-01;Women;321;3324023;9.6569728909818
2017-11-01;Men;347;3205902;10.8237868780767
2017-11-01;Rural;117;1532399;7.6350872063999
2017-11-01;Total;668;6529925;10.2298265294012
2017-12-01;0-15 years;116;1050271;11.0447684454774
2017-12-01;16-30 years;127;983802;12.9091016281732
2017-12-01;1st Q (least deprived);76;1585482;4.79349497502968
2017-12-01;2nd Q;47;922780;5.09330501311255
2017-12-01;31-60 years;154;2954257;5.21281662360451
2017-12-01;3rd Q;84;1226916;6.84643447473177
2017-12-01;4th Q (most deprived);144;1243956;11.5759721404937
2017-12-01;>60 years;59;1518774;3.88471227450562
2017-12-01;Women;229;3314325;6.909400858395
2017-12-01;Men;227;3192779;7.10979369383224
2017-12-01;Rural;105;1527970;6.87186266746075
2017-12-01;Total;456;6507104;7.00772571023915
2018-01-01;0-15 years;197;1051083;18.7425731364697
2018-01-01;16-30 years;230;986759;23.3086295640577
2018-01-01;1st Q (least deprived);94;1588054;5.9191941835731
2018-01-01;2nd Q;127;923966;13.7450945164649
2018-01-01;31-60 years;224;2957735;7.57336272519343
2018-01-01;3rd Q;142;1228355;11.5601760077502
2018-01-01;4th Q (most deprived);240;1245894;19.2632760090345
2018-01-01;>60 years;103;1520117;6.77579423162822
2018-01-01;Women;375;3318375;11.3007119448525
2018-01-01;Men;379;3197319;11.8536811622487
2018-01-01;Rural;151;1529425;9.87299148372754
2018-01-01;Total;754;6515694;11.5720597069169
2018-02-01;0-15 years;194;1052252;18.4366482553609
2018-02-01;16-30 years;201;990435;20.2941131926881
2018-02-01;1st Q (least deprived);119;1591362;7.47787115690836
2018-02-01;2nd Q;85;924997;9.1892189920616
2018-02-01;31-60 years;262;2961089;8.84809608897267
2018-02-01;3rd Q;130;1230538;10.5644848025823
2018-02-01;4th Q (most deprived);244;1248144;19.5490263943904
2018-02-01;>60 years;96;1522179;6.30674841789303
2018-02-01;Women;356;3323335;10.7121310370456
2018-02-01;Men;397;3202620;12.396100692558
2018-02-01;Rural;175;1530914;11.4310797340674
2018-02-01;Total;753;6525955;11.5385411024134
2018-03-01;0-15 years;156;1055029;14.7863234091196
2018-03-01;16-30 years;172;994646;17.2925844973991
2018-03-01;1st Q (least deprived);147;1593609;9.22434549503674
2018-03-01;2nd Q;73;925873;7.8844506752006
2018-03-01;31-60 years;226;2968661;7.61285980447077
2018-03-01;3rd Q;121;1241878;9.74330811883293
2018-03-01;4th Q (most deprived);217;1250115;17.3584030269215
2018-03-01;>60 years;128;1525573;8.39029007461459
2018-03-01;Women;354;3332126;10.6238479577303
2018-03-01;Men;328;3211783;10.2123960429456
2018-03-01;Rural;124;1532434;8.0917024811509
2018-03-01;Total;682;6543909;10.4219053168374
2018-04-01;0-15 years;146;1055766;13.8288219169778
2018-04-01;16-30 years;176;997197;17.6494714685263
2018-04-01;1st Q (least deprived);81;1596005;5.07517207026294
2018-04-01;2nd Q;73;927017;7.87472074406403
2018-04-01;31-60 years;176;2971980;5.92197794063217
2018-04-01;3rd Q;91;1243674;7.31703002555332
2018-04-01;4th Q (most deprived);156;1252062;12.4594468963997
2018-04-01;>60 years;52;1528018;3.40310127236721
2018-04-01;Women;286;3336402;8.57210851689934
2018-04-01;Men;264;3216559;8.2075286043253
2018-04-01;Rural;149;1534203;9.71188297767636
2018-04-01;Total;550;6552961;8.39315234746552
2018-05-01;0-15 years;153;1087125;14.0738185581235
2018-05-01;16-30 years;155;1025520;15.1142834854513
2018-05-01;1st Q (least deprived);80;1639191;4.88045627385704
2018-05-01;2nd Q;83;969206;8.56371091388209
2018-05-01;31-60 years;202;3046780;6.62995030819423
2018-05-01;3rd Q;99;1297687;7.62895829271619
2018-05-01;4th Q (most deprived);182;1279074;14.2290438238913
2018-05-01;>60 years;69;1561634;4.41844888110787
2018-05-01;Women;299;3421013;8.74010125071141
2018-05-01;Men;281;3300046;8.51503282075462
2018-05-01;Rural;136;1535901;8.854737382162
2018-05-01;Total;580;6721059;8.62959244964224
2018-06-01;0-15 years;107;1082720;9.88251810255652
2018-06-01;16-30 years;130;1021370;12.7280025847636
2018-06-01;1st Q (least deprived);64;1633087;3.91895838984696
2018-06-01;2nd Q;53;966662;5.48278508930733
2018-06-01;31-60 years;172;3031065;5.67457312858682
2018-06-01;3rd Q;78;1293481;6.03023933092175
2018-06-01;4th Q (most deprived);167;1272793;13.1207509783602
2018-06-01;>60 years;57;1562925;3.64700801382024
2018-06-01;Women;225;3412052;6.59427230300124
2018-06-01;Men;241;3286028;7.33408236326653
2018-06-01;Rural;104;1532057;6.78825918356823
2018-06-01;Total;466;6698080;6.95721759071256
2018-07-01;0-15 years;88;1084606;8.1135453796125
2018-07-01;16-30 years;118;1027664;11.4823522085039
2018-07-01;1st Q (least deprived);78;1640832;4.75368593494032
2018-07-01;2nd Q;54;970882;5.56195294587808
2018-07-01;31-60 years;154;3048145;5.05225309163442
2018-07-01;3rd Q;88;1300258;6.76788760384478
2018-07-01;4th Q (most deprived);127;1278804;9.93115442241344
2018-07-01;>60 years;81;1569388;5.16124756911612
2018-07-01;Women;243;3427656;7.08939286789573
2018-07-01;Men;198;3302147;5.99609890171455
2018-07-01;Rural;94;1539027;6.10775509461498
2018-07-01;Total;441;6729803;6.55294070272191
2018-08-01;0-15 years;113;1084838;10.4163017888385
2018-08-01;16-30 years;125;1030500;12.1300339640951
2018-08-01;1st Q (least deprived);67;1643088;4.07768786577469
2018-08-01;2nd Q;43;972162;4.4231311242365
2018-08-01;31-60 years;180;3051958;5.8978531159341
2018-08-01;3rd Q;106;1302363;8.1390518618849
2018-08-01;4th Q (most deprived);174;1281030;13.5828200744713
2018-08-01;>60 years;73;1572299;4.64288281045781
2018-08-01;Women;235;3432156;6.84700811967754
2018-08-01;Men;256;3307439;7.74012763349528
2018-08-01;Rural;101;1540952;6.55438975386644
2018-08-01;Total;491;6739595;7.28530423564027
2018-09-01;0-15 years;120;1085619;11.0536016779367
2018-09-01;16-30 years;138;1034147;13.3443311250722
2018-09-01;1st Q (least deprived);92;1646005;5.58929043350415
2018-09-01;2nd Q;74;973876;7.59850330021481
2018-09-01;31-60 years;204;3056388;6.67454524752747
2018-09-01;3rd Q;99;1304500;7.58911460329628
2018-09-01;4th Q (most deprived);189;1283433;14.7261290616651
2018-09-01;>60 years;101;1575319;6.4113998498082
2018-09-01;Women;294;3437761;8.55207793677338
2018-09-01;Men;269;3313712;8.11778452683878
2018-09-01;Rural;109;1543659;7.06114498085393
2018-09-01;Total;563;6751473;8.33892100286856
2018-10-01;0-15 years;218;1085659;20.0799698616232
2018-10-01;16-30 years;213;1037173;20.5365932202246
2018-10-01;1st Q (least deprived);139;1647964;8.43465027148651
2018-10-01;2nd Q;123;974130;12.6266514736226
2018-10-01;31-60 years;268;3056508;8.76817597074832
2018-10-01;3rd Q;165;1304616;12.6473996946228
2018-10-01;4th Q (most deprived);225;1284668;17.5142527096495
2018-10-01;>60 years;99;1576748;6.27874587442001
2018-10-01;Women;414;3439802;12.0355764663199
2018-10-01;Men;384;3316286;11.5792184389404
2018-10-01;Rural;146;1544710;9.45161227673803
2018-10-01;Total;798;6756088;11.8115690618595
2018-11-01;0-15 years;222;1086629;20.4301560146103
2018-11-01;16-30 years;235;1042479;22.5424205187826
2018-11-01;1st Q (least deprived);131;1651913;7.93019971390745
2018-11-01;2nd Q;167;976178;17.1075357158223
2018-11-01;31-60 years;245;3061712;8.00205897876744
2018-11-01;3rd Q;143;1307167;10.9396886549309
2018-11-01;4th Q (most deprived);225;1288243;17.4656489497711
2018-11-01;>60 years;124;1579866;7.84876692073885
2018-11-01;Women;433;3446692;12.5627703316687
2018-11-01;Men;393;3323994;11.8231260345235
2018-11-01;Rural;160;1547185;10.3413618927278
2018-11-01;Total;826;6770686;12.1996500797704
2018-12-01;0-15 years;170;1082758;15.7006459430454
2018-12-01;16-30 years;236;1039446;22.7044021526852
2018-12-01;1st Q (least deprived);125;1644871;7.59938013376125
2018-12-01;2nd Q;77;971130;7.92890756129458
2018-12-01;31-60 years;234;3048512;7.67587596834128
2018-12-01;3rd Q;122;1302337;9.36777500754413
2018-12-01;4th Q (most deprived);190;1282411;14.8158429707793
2018-12-01;>60 years;59;1582138;3.72913108717444
2018-12-01;Women;320;3439211;9.30445965658984
2018-12-01;Men;379;3313643;11.4375628273776
2018-12-01;Rural;185;1552105;11.9192966970662
2018-12-01;Total;699;6752854;10.3511789237558
2019-01-01;0-15 years;199;1085111;18.3391376550417
2019-01-01;16-30 years;241;1045415;23.053045919563
2019-01-01;1st Q (least deprived);131;1649741;7.94064037930803
2019-01-01;2nd Q;110;975307;11.2785000005127
2019-01-01;31-60 years;233;3054822;7.62728564872192
2019-01-01;3rd Q;141;1304487;10.8088466960575
2019-01-01;4th Q (most deprived);238;1286211;18.503962413632
2019-01-01;>60 years;107;1585039;6.75062253988703
2019-01-01;Women;382;3447319;11.0810748874705
2019-01-01;Men;398;3323068;11.9768840120034
2019-01-01;Rural;160;1554641;10.291765108472
2019-01-01;Total;780;6770387;11.5207594484628
2019-02-01;0-15 years;166;1084978;15.299849397868
2019-02-01;16-30 years;188;1048804;17.9251795378355
2019-02-01;1st Q (least deprived);100;1652598;6.05107836267501
2019-02-01;2nd Q;102;972393;10.4895860007219
2019-02-01;31-60 years;244;3058283;7.97833294041134
2019-02-01;3rd Q;156;1310177;11.9067881667897
2019-02-01;4th Q (most deprived);192;1288832;14.8972092561327
2019-02-01;>60 years;77;1588010;4.84883596450904
2019-02-01;Women;319;3451673;9.24189516214311
2019-02-01;Men;356;3328402;10.6958234011396
2019-02-01;Rural;125;1556075;8.0330318268721
2019-02-01;Total;675;6780075;9.95564208360527
2019-03-01;0-15 years;162;1086912;14.9046104928458
2019-03-01;16-30 years;217;1054611;20.5763072829697
2019-03-01;1st Q (least deprived);123;1657305;7.42168761935793
2019-03-01;2nd Q;84;974555;8.61931856077902
2019-03-01;31-60 years;213;3064419;6.95074661787438
2019-03-01;3rd Q;129;1304406;9.88955892567192
2019-03-01;4th Q (most deprived);200;1301818;15.3631306373087
2019-03-01;>60 years;66;1590890;4.14862121202597
2019-03-01;Women;318;3459343;9.19249695679208
2019-03-01;Men;340;3337489;10.1872994937212
2019-03-01;Rural;122;1558748;7.82679432467596
2019-03-01;Total;658;6796832;9.68098078634281
2019-04-01;0-15 years;151;1086542;13.8972998742801
2019-04-01;16-30 years;184;1057909;17.392800325926
2019-04-01;1st Q (least deprived);91;1660136;5.48147862584752
2019-04-01;2nd Q;138;976042;14.1387358330892
2019-04-01;31-60 years;209;3068172;6.81187364984753
2019-04-01;3rd Q;142;1306349;10.869989566341
2019-04-01;4th Q (most deprived);182;1304154;13.9554071068294
2019-04-01;>60 years;112;1594603;7.02369179037039
2019-04-01;Women;310;3464081;8.94898242852866
2019-04-01;Men;346;3343145;10.3495361403708
2019-04-01;Rural;103;1560545;6.60025824311378
2019-04-01;Total;656;6807226;9.6368182869204
2019-05-01;0-15 years;154;1086943;14.1681762521126
2019-05-01;16-30 years;188;1062122;17.7004148299348
2019-05-01;1st Q (least deprived);119;1663583;7.15323491524018
2019-05-01;2nd Q;83;977379;8.49209978933454
2019-05-01;31-60 years;224;3072568;7.2903187171122
2019-05-01;3rd Q;125;1308503;9.55290129254576
2019-05-01;4th Q (most deprived);196;1307000;14.9961744452946
2019-05-01;>60 years;85;1597310;5.32144668223451
2019-05-01;Women;320;3469505;9.22321772125995
2019-05-01;Men;331;3349438;9.88225487380271
2019-05-01;Rural;128;1562478;8.19211534498406
2019-05-01;Total;651;6818943;9.54693418026812
2019-06-01;0-15 years;128;1085640;11.7902803876055
2019-06-01;16-30 years;146;1063085;13.7336149037941
2019-06-01;1st Q (least deprived);100;1660833;6.02107496659809
2019-06-01;2nd Q;98;977591;10.0246422072216
2019-06-01;31-60 years;189;3069817;6.1567187881232
2019-06-01;3rd Q;103;1307439;7.87799660251836
2019-06-01;4th Q (most deprived);155;1305681;11.8711997800382
2019-06-01;>60 years;59;1601037;3.68511158705264
2019-06-01;Women;245;3470509;7.05948320548945
2019-06-01;Men;277;3349070;8.27095283168163
2019-06-01;Rural;66;1568035;4.20908972057384
2019-06-01;Total;522;6819579;7.65443145390647
2019-07-01;0-15 years;122;1083813;11.2565544056032
2019-07-01;16-30 years;142;1063948;13.3465169350382
2019-07-01;1st Q (least deprived);87;1660510;5.23935417431994
2019-07-01;2nd Q;84;976888;8.59873393879339
2019-07-01;31-60 years;194;3065712;6.32805690815054
2019-07-01;3rd Q;90;1307005;6.88597212711505
2019-07-01;4th Q (most deprived);192;1304499;14.7182941497081
2019-07-01;>60 years;84;1602576;5.24156108665049
2019-07-01;Women;280;3469249;8.07091102425914
2019-07-01;Men;262;3346800;7.82837337157882
2019-07-01;Rural;89;1567147;5.67910987290918
2019-07-01;Total;542;6816049;7.95182076889412
2019-08-01;0-15 years;113;1083706;10.4271822800649
2019-08-01;16-30 years;129;1066878;12.0913544004094
2019-08-01;1st Q (least deprived);83;1662351;4.99292868954872
2019-08-01;2nd Q;57;978418;5.82573092481945
2019-08-01;31-60 years;164;3069956;5.34209610821784
2019-08-01;3rd Q;89;1308872;6.79974818011234
2019-08-01;4th Q (most deprived);160;1306550;12.2459913512686
2019-08-01;>60 years;81;1605244;5.04596186000384
2019-08-01;Women;232;3473549;6.67904785566578
2019-08-01;Men;255;3352235;7.60686527048372
2019-08-01;Rural;98;1569593;6.24365679510548
2019-08-01;Total;487;6825784;7.13471155840853
2019-09-01;0-15 years;143;1085096;13.1785574732558
2019-09-01;16-30 years;189;1071932;17.6317154446364
2019-09-01;1st Q (least deprived);122;1665690;7.32429203513259
2019-09-01;2nd Q;101;980942;10.2962254649103
2019-09-01;31-60 years;267;3075719;8.68089705203889
2019-09-01;3rd Q;141;1311895;10.7478113720991
2019-09-01;4th Q (most deprived);236;1309787;18.0181968518545
2019-09-01;>60 years;134;1608826;8.32905485117719
2019-09-01;Women;347;3480877;9.96875212769655
2019-09-01;Men;386;3360696;11.4857160540555
2019-09-01;Rural;133;1573259;8.45378923622875
2019-09-01;Total;733;6841573;10.71391038289
2019-10-01;0-15 years;280;1085838;25.7865353763637
2019-10-01;16-30 years;268;1076154;24.9034989416013
2019-10-01;1st Q (least deprived);180;1668472;10.7883140981689
2019-10-01;2nd Q;124;982892;12.6158316478311
2019-10-01;31-60 years;315;3080519;10.2255496557561
2019-10-01;3rd Q;204;1314502;15.5191852123466
2019-10-01;4th Q (most deprived);349;1313060;26.5791357592189
2019-10-01;>60 years;189;1612320;11.7222387615362
2019-10-01;Women;535;3487001;15.3426970626048
2019-10-01;Men;517;3367830;15.3511311437929
2019-10-01;Rural;195;1575905;12.3738423318665
2019-10-01;Total;1052;6854831;15.3468407900939
2019-11-01;0-15 years;203;1082578;18.7515356861122
2019-11-01;16-30 years;260;1076416;24.1542303347405
2019-11-01;1st Q (least deprived);183;1667971;10.9714137715824
2019-11-01;2nd Q;132;982968;13.4287179236761
2019-11-01;31-60 years;310;3080850;10.0621581706347
2019-11-01;3rd Q;154;1314702;11.7136811231747
2019-11-01;4th Q (most deprived);287;1312578;21.8653672391279
2019-11-01;>60 years;156;1614771;9.66081258580938
2019-11-01;Women;461;3486691;13.221705049286
2019-11-01;Men;468;3367924;13.8958004990611
2019-11-01;Rural;173;1576396;10.9743998335444
2019-11-01;Total;929;6854615;13.5529128915337
2019-12-01;0-15 years;176;1081517;16.2734381429048
2019-12-01;16-30 years;232;1076565;21.5500225253468
2019-12-01;1st Q (least deprived);174;1665466;10.4475263980171
2019-12-01;2nd Q;91;982909;9.25823245081691
2019-12-01;31-60 years;302;3075160;9.82062721939671
2019-12-01;3rd Q;149;1314131;11.3382912358053
2019-12-01;4th Q (most deprived);234;1311479;17.84245115629
2019-12-01;>60 years;85;1615903;5.26021673330639
2019-12-01;Women;371;3485211;10.6449796009481
2019-12-01;Men;424;3363934;12.6042900960602
2019-12-01;Rural;147;1575160;9.33238528149521
2019-12-01;Total;795;6849145;11.6072882089662
2020-01-01;0-15 years;173;1083748;15.9631205778465
2020-01-01;16-30 years;326;1083419;30.0899282733642
2020-01-01;1st Q (least deprived);184;1670894;11.0120689882183
2020-01-01;2nd Q;141;985491;14.3075888059861
2020-01-01;31-60 years;298;3082251;9.66825868496758
2020-01-01;3rd Q;173;1317848;13.1274623477063
2020-01-01;4th Q (most deprived);271;1315788;20.5960230675458
2020-01-01;>60 years;100;1619388;6.17517234906026
2020-01-01;Women;422;3494522;12.0760435905111
2020-01-01;Men;475;3374284;14.0770604963898
2020-01-01;Rural;128;1578785;8.10750038795656
2020-01-01;Total;897;6868806;13.0590382083873
2020-02-01;0-15 years;197;1084793;18.1601466823624
2020-02-01;16-30 years;353;1089356;32.4044664921293
2020-02-01;1st Q (least deprived);181;1675263;10.8042737170223
2020-02-01;2nd Q;128;987713;12.9592300597441
2020-02-01;31-60 years;305;3087671;9.87799542114429
2020-02-01;3rd Q;187;1320269;14.1637802599319
2020-02-01;4th Q (most deprived);278;1319209;21.0732340364567
2020-02-01;>60 years;95;1621590;5.85844757306101
2020-02-01;Women;453;3501546;12.9371426221446
2020-02-01;Men;497;3381864;14.6960374515356
2020-02-01;Rural;176;1580956;11.1325046364352
2020-02-01;Total;950;6883410;13.8012990654341
2020-03-01;0-15 years;140;1081695;12.9426501925219
2020-03-01;16-30 years;230;1090666;21.0880324498976
2020-03-01;1st Q (least deprived);156;1676169;9.30693742695397
2020-03-01;2nd Q;83;988120;8.3997894992511
2020-03-01;31-60 years;236;3089319;7.63922404905418
2020-03-01;3rd Q;150;1320637;11.3581551932893
2020-03-01;4th Q (most deprived);190;1319935;14.3946482213139
2020-03-01;>60 years;104;1624442;6.40219841644085
2020-03-01;Women;336;3502852;9.5921837405634
2020-03-01;Men;374;3383270;11.0543941216634
2020-03-01;Rural;131;1581261;8.28452734874256
2020-03-01;Total;710;6886122;10.3105928126164
2020-04-01;0-15 years;116;1078009;10.7605780656748
2020-04-01;16-30 years;295;1089205;27.083974091195
2020-04-01;1st Q (least deprived);125;1673713;7.46842499281538
2020-04-01;2nd Q;119;986704;12.060354473074
2020-04-01;31-60 years;254;3088850;8.22312511128737
2020-04-01;3rd Q;149;1318409;11.3015005207034
2020-04-01;4th Q (most deprived);195;1318514;14.7893765253915
2020-04-01;>60 years;77;1620562;4.75143808135696
2020-04-01;Women;335;3497864;9.57727344459362
2020-04-01;Men;407;3378762;12.0458321716652
2020-04-01;Rural;154;1579286;9.7512420169621
2020-04-01;Total;742;6876626;10.7901752981768
2020-05-01;0-15 years;201;1075321;18.6920928727329
2020-05-01;16-30 years;326;1088834;29.9402847449657
2020-05-01;1st Q (least deprived);143;1671685;8.55424317380368
2020-05-01;2nd Q;129;986097;13.0818773406673
2020-05-01;31-60 years;297;3088683;9.61574884829554
2020-05-01;3rd Q;171;1317575;12.9783883270402
2020-05-01;4th Q (most deprived);291;1318079;22.0775841205269
2020-05-01;>60 years;93;1619885;5.74114829139106
2020-05-01;Women;450;3495557;12.8734848265956
2020-05-01;Men;467;3377166;13.8281624296822
2020-05-01;Rural;183;1579287;11.5875075271309
2020-05-01;Total;917;6872723;13.3426008875958
2020-06-01;0-15 years;175;1069258;16.3664896591842
2020-06-01;16-30 years;286;1082351;26.4239604342769
2020-06-01;1st Q (least deprived);133;1662532;7.99984601800146
2020-06-01;2nd Q;106;982829;10.7851925411236
2020-06-01;31-60 years;288;3072998;9.37195533482287
2020-06-01;3rd Q;180;1312613;13.7131050812387
2020-06-01;4th Q (most deprived);251;1310967;19.146172253001
2020-06-01;>60 years;102;1621589;6.29012653637882
2020-06-01;Women;407;3483440;11.6838527432653
2020-06-01;Men;444;3362756;13.2034557369015
2020-06-01;Rural;181;1577255;11.475633299625
2020-06-01;Total;851;6846196;12.4302605417666
2020-07-01;0-15 years;168;1067258;15.7412734315414
2020-07-01;16-30 years;244;1084434;22.5002167029068
2020-07-01;1st Q (least deprived);105;1663714;6.31118088806129
2020-07-01;2nd Q;113;983257;11.4924175469892
2020-07-01;31-60 years;240;3075637;7.80326156825399
2020-07-01;3rd Q;175;1313337;13.3248358951282
2020-07-01;4th Q (most deprived);210;1312189;16.003792136651
2020-07-01;>60 years;96;1624398;5.90988169155589
2020-07-01;Women;364;3485854;10.442204406725
2020-07-01;Men;384;3365873;11.4086300938865
2020-07-01;Rural;145;1579230;9.18168981085719
2020-07-01;Total;748;6851727;10.9169556813924
2020-08-01;0-15 years;127;1065841;11.9154733210676
2020-08-01;16-30 years;161;1086496;14.8182782081112
2020-08-01;1st Q (least deprived);78;1664849;4.6851095805085
2020-08-01;2nd Q;72;983903;7.31779453868928
2020-08-01;31-60 years;217;3078073;7.04986528909483
2020-08-01;3rd Q;105;1314178;7.98978524979112
2020-08-01;4th Q (most deprived);215;1313102;16.3734424286918
2020-08-01;>60 years;82;1626975;5.04002827332934
2020-08-01;Women;272;3488221;7.79767107645989
2020-08-01;Men;315;3369164;9.34950035082887
2020-08-01;Rural;117;1581353;7.39872754533618
2020-08-01;Total;587;6857385;8.56011438762735
2020-09-01;0-15 years;196;1064926;18.4050347160272
2020-09-01;16-30 years;238;1089574;21.8433993469007
2020-09-01;1st Q (least deprived);106;1667511;6.35677965542656
2020-09-01;2nd Q;124;984950;12.589471546779
2020-09-01;31-60 years;320;3081867;10.3833163468767
2020-09-01;3rd Q;155;1315503;11.7825653001171
2020-09-01;4th Q (most deprived);307;1314384;23.3569489585996
2020-09-01;>60 years;102;1630900;6.25421546385431
2020-09-01;Women;431;3492822;12.3395924556133
2020-09-01;Men;425;3374445;12.5946637150702
2020-09-01;Rural;164;1584919;10.3475319558918
2020-09-01;Total;856;6867267;12.4649296437724
2020-10-01;0-15 years;267;1076796;24.7957830452565
2020-10-01;16-30 years;350;1105645;31.6557303655332
2020-10-01;1st Q (least deprived);148;1668690;8.86923275143975
2020-10-01;2nd Q;159;985539;16.1333037048762
2020-10-01;31-60 years;377;3122374;12.0741461464898
2020-10-01;3rd Q;224;1316378;17.0163889095685
2020-10-01;4th Q (most deprived);346;1314431;26.3231771009661
2020-10-01;>60 years;121;1651420;7.32702764893243
2020-10-01;Women;579;3537369;16.3680973062183
2020-10-01;Men;536;3418866;15.6777130194632
2020-10-01;Rural;238;1587446;14.9926359699795
2020-10-01;Total;1115;6956235;16.02878568651
2020-11-01;0-15 years;268;1075920;24.9089151609785
2020-11-01;16-30 years;421;1107447;38.0153632634338
2020-11-01;1st Q (least deprived);188;1668769;11.2657893333349
2020-11-01;2nd Q;149;985802;15.1145970489003
2020-11-01;31-60 years;398;3123538;12.7419611991274
2020-11-01;3rd Q;248;1316840;18.8329637617326
2020-11-01;4th Q (most deprived);363;1314755;27.609706751448
2020-11-01;>60 years;112;1652156;6.77902086727888
2020-11-01;Women;649;3538615;18.340508927928
2020-11-01;Men;550;3420446;16.0797743919945
2020-11-01;Rural;251;1588619;15.799886568145
2020-11-01;Total;1199;6959061;17.2293359693212
2020-12-01;0-15 years;272;1071319;25.3892631419773
2020-12-01;16-30 years;404;1103235;36.6195778777867
2020-12-01;1st Q (least deprived);153;1661412;9.20903424316184
2020-12-01;2nd Q;182;982892;18.5167851605263
2020-12-01;31-60 years;383;3110614;12.3126816763507
2020-12-01;3rd Q;205;1301406;15.7521941653873
2020-12-01;4th Q (most deprived);372;1308656;28.4261104522503
2020-12-01;>60 years;111;1651061;6.72294966691116
2020-12-01;Women;541;3528071;15.3341585245875
2020-12-01;Men;629;3408158;18.4557171351798
2020-12-01;Rural;258;1586495;16.2622636692835
2020-12-01;Total;1170;6936229;16.8679551958276
2021-01-01;0-15 years;309;1076033;28.7165914056539
2021-01-01;16-30 years;567;1111600;51.007556675063
2021-01-01;1st Q (least deprived);170;1662137;10.2277971069773
2021-01-01;2nd Q;219;983468;22.2681368382093
2021-01-01;31-60 years;454;3127315;14.5172456244414
2021-01-01;3rd Q;327;1301838;25.1183326957732
2021-01-01;4th Q (most deprived);430;1309076;32.847596319847
2021-01-01;>60 years;154;1665572;9.24607282062859
2021-01-01;Women;749;3551262;21.0910938139737
2021-01-01;Men;735;3429258;21.433208000098
2021-01-01;Rural;338;1587579;21.2902790979221
2021-01-01;Total;1484;6980520;21.2591612086206
2021-02-01;0-15 years;309;1076272;28.710214518263
2021-02-01;16-30 years;505;1115391;45.2756029051696
2021-02-01;1st Q (least deprived);203;1660648;12.2241438281924
2021-02-01;2nd Q;214;981950;21.7933703345384
2021-02-01;31-60 years;475;3131117;15.1703050381062
2021-02-01;3rd Q;315;1303102;24.1730885226176
2021-02-01;4th Q (most deprived);485;1309456;37.0382815459244
2021-02-01;>60 years;152;1667318;9.1164372963046
2021-02-01;Women;732;3555763;20.5862989181225
2021-02-01;Men;709;3434335;20.6444624650769
2021-02-01;Rural;224;1590151;14.0867125197544
2021-02-01;Total;1441;6990098;20.6148754995996
2021-03-01;0-15 years;340;1070938;31.7478696245721
2021-03-01;16-30 years;628;1117722;56.185706284747
2021-03-01;1st Q (least deprived);250;1662253;15.0398284737642
2021-03-01;2nd Q;227;978861;23.1902180186972
2021-03-01;31-60 years;517;3133652;16.4983220855411
2021-03-01;3rd Q;365;1301126;28.052625187722
2021-03-01;4th Q (most deprived);525;1312715;39.9934486922142
2021-03-01;>60 years;168;1670552;10.0565561562885
2021-03-01;Women;820;3556561;23.0559802010988
2021-03-01;Men;833;3436303;24.2411684883434
2021-03-01;Rural;286;1592492;17.9592738927417
2021-03-01;Total;1653;6992864;23.6383833576629
2021-04-01;0-15 years;299;1074592;27.8245138620053
2021-04-01;16-30 years;573;1119419;51.1872676808237
2021-04-01;1st Q (least deprived);225;1662247;13.5358944849953
2021-04-01;2nd Q;214;976276;21.9200308109592
2021-04-01;31-60 years;423;3136508;13.4863357593859
2021-04-01;3rd Q;286;1300054;21.9990861918043
2021-04-01;4th Q (most deprived);451;1313036;34.3478777428799
2021-04-01;>60 years;148;1672930;8.84675389884813
2021-04-01;Women;734;3561216;20.6109373876788
2021-04-01;Men;709;3442233;20.5970949671333
2021-04-01;Rural;267;1594535;16.7446935940572
